,Airline,Source,Destination,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
2043,Jet Airways,Kolkata,Banglore,395,1.0,13994,9,6,17,0,23,35
2044,IndiGo,Banglore,New Delhi,170,0.0,4777,24,3,4,0,6,50
2045,Multiple carriers,Delhi,Cochin,455,1.0,7038,1,6,14,55,22,30
2046,IndiGo,Mumbai,Hyderabad,90,0.0,3175,3,4,16,55,18,25
2047,Multiple carriers,Delhi,Cochin,660,1.0,7408,9,6,10,0,21,0
2048,IndiGo,Banglore,Delhi,180,0.0,3943,15,6,21,15,0,15
2049,Jet Airways,Delhi,Cochin,1225,1.0,15974,6,3,8,0,4,25
2050,SpiceJet,Kolkata,Banglore,155,0.0,3873,27,5,6,55,9,30
2051,IndiGo,Banglore,Delhi,170,0.0,4423,15,4,10,10,13,0
2052,Jet Airways,Delhi,Cochin,1125,2.0,15129,27,5,9,40,4,25
2053,IndiGo,Delhi,Cochin,755,1.0,8285,21,3,8,25,21,0
2054,Air India,Mumbai,Hyderabad,80,0.0,3100,6,6,6,20,7,40
2055,Air India,Banglore,New Delhi,1475,2.0,25430,1,3,8,50,9,25
2056,SpiceJet,Mumbai,Hyderabad,80,0.0,2385,18,3,13,10,14,30
2057,Jet Airways,Kolkata,Banglore,435,1.0,11316,6,6,10,20,17,35
2058,Jet Airways,Delhi,Cochin,1005,1.0,10262,15,6,2,15,19,0
2059,Air India,Kolkata,Banglore,445,2.0,7662,24,5,5,50,13,15
2060,Jet Airways,Kolkata,Banglore,1605,1.0,14231,24,3,16,55,19,40
2061,IndiGo,Delhi,Cochin,705,1.0,6838,9,6,9,15,21,0
2062,Jet Airways,Delhi,Cochin,1300,2.0,13376,15,6,6,45,4,25
2063,Jet Airways,Delhi,Cochin,1680,1.0,10262,24,6,15,0,19,0
2064,IndiGo,Delhi,Cochin,480,1.0,8574,27,3,7,30,15,30
2065,Jet Airways,Banglore,New Delhi,615,1.0,7832,9,3,21,25,7,40
2066,Multiple carriers,Delhi,Cochin,910,1.0,12192,24,6,3,50,19,0
2067,Jet Airways,Mumbai,Hyderabad,90,0.0,4050,15,6,10,20,11,50
2068,GoAir,Banglore,Delhi,175,0.0,6722,12,4,7,45,10,40
2069,Jet Airways,Kolkata,Banglore,1220,1.0,10844,9,6,20,0,16,20
2070,Multiple carriers,Delhi,Cochin,840,1.0,7408,15,6,7,0,21,0
2071,Jet Airways,Delhi,Cochin,455,1.0,14189,21,3,20,50,4,25
2072,SpiceJet,Kolkata,Banglore,150,0.0,3841,24,5,17,10,19,40
2073,Jet Airways,Kolkata,Banglore,875,1.0,8586,9,5,14,5,4,40
2074,Multiple carriers,Delhi,Cochin,520,1.0,7155,27,6,10,35,19,15
2075,Jet Airways,Kolkata,Banglore,590,1.0,9899,12,6,8,25,18,15
2076,Jet Airways,Kolkata,Banglore,685,1.0,14571,6,6,8,25,19,50
2077,IndiGo,Banglore,Delhi,175,0.0,4823,18,5,18,55,21,50
2078,Jet Airways,Banglore,Delhi,180,0.0,4544,9,5,8,20,11,20
2079,Air India,Banglore,New Delhi,1200,1.0,14752,1,3,0,30,20,30
2080,Air India,Kolkata,Banglore,1700,2.0,11542,9,5,9,25,13,45
2081,Jet Airways,Delhi,Cochin,195,0.0,7202,21,5,9,50,13,5
2082,Multiple carriers,Delhi,Cochin,505,1.0,11098,9,6,10,35,19,0
2083,Air India,Mumbai,Hyderabad,75,0.0,2575,27,3,19,30,20,45
2084,Multiple carriers,Delhi,Cochin,755,1.0,6673,27,3,13,0,1,35
2085,IndiGo,Banglore,New Delhi,170,0.0,14306,1,3,18,55,21,45
2086,Jet Airways,Delhi,Cochin,395,1.0,15554,18,5,21,50,4,25
2087,Jet Airways,Kolkata,Banglore,1730,1.0,9314,15,5,9,35,14,25
2088,Jet Airways,Mumbai,Hyderabad,90,0.0,4995,9,3,6,30,8,0
2089,Jet Airways,Banglore,New Delhi,1200,1.0,7832,21,3,11,40,7,40
2090,Jet Airways,Kolkata,Banglore,1430,1.0,8586,21,5,8,25,8,15
2091,Air India,Delhi,Cochin,170,0.0,6094,27,4,5,10,8,0
2092,Jet Airways,Delhi,Cochin,810,2.0,13292,24,6,5,30,19,0
2093,Jet Airways,Delhi,Cochin,1375,2.0,10368,9,6,5,30,4,25
2094,Multiple carriers,Delhi,Cochin,660,1.0,9718,27,5,10,0,21,0
2095,Jet Airways,Banglore,New Delhi,1365,1.0,7412,21,3,8,55,7,40
2096,Air India,Delhi,Cochin,1275,2.0,10441,6,6,22,0,19,15
2097,IndiGo,Delhi,Cochin,890,1.0,14871,3,3,10,45,1,35
2098,Jet Airways,Delhi,Cochin,660,1.0,15554,18,5,8,0,19,0
2099,Jet Airways,Banglore,New Delhi,305,1.0,36235,1,3,14,5,19,10
2100,IndiGo,Mumbai,Hyderabad,90,0.0,3175,24,3,16,55,18,25
2101,SpiceJet,Chennai,Kolkata,140,0.0,3597,24,5,17,45,20,5
2102,SpiceJet,Mumbai,Hyderabad,90,0.0,1965,27,6,13,15,14,45
2103,Multiple carriers,Delhi,Cochin,540,1.0,12717,24,6,10,0,19,0
2104,IndiGo,Delhi,Cochin,195,0.0,6015,3,6,14,25,17,40
2105,Air Asia,Banglore,New Delhi,165,0.0,5615,9,3,23,25,2,10
2106,Multiple carriers,Delhi,Cochin,395,1.0,7845,27,3,19,0,1,35
2107,Jet Airways,Kolkata,Banglore,1525,1.0,10844,9,6,21,10,22,35
2108,Jet Airways,Banglore,New Delhi,460,1.0,27210,15,3,21,25,5,5
2109,IndiGo,Kolkata,Banglore,150,0.0,4174,6,4,14,25,16,55
2110,Multiple carriers,Delhi,Cochin,780,1.0,6883,21,3,8,0,21,0
2111,Multiple carriers,Delhi,Cochin,720,1.0,6883,21,3,9,0,21,0
2112,Jet Airways,Kolkata,Banglore,435,1.0,8355,21,5,10,20,17,35
2113,SpiceJet,Banglore,New Delhi,170,0.0,5469,24,3,20,30,23,20
2114,Jet Airways,Banglore,Delhi,165,0.0,6478,27,6,6,0,8,45
2115,Vistara,Banglore,New Delhi,160,0.0,11913,3,3,19,40,22,20
2116,IndiGo,Delhi,Cochin,415,1.0,7006,21,5,18,35,1,30
2117,Jet Airways,Kolkata,Banglore,365,1.0,12681,1,4,16,30,22,35
2118,Jet Airways,Delhi,Cochin,1195,2.0,15129,21,5,23,5,19,0
2119,Multiple carriers,Delhi,Cochin,420,1.0,13587,15,6,14,0,21,0
2120,Jet Airways,Delhi,Cochin,1425,1.0,14714,1,6,19,15,19,0
2121,IndiGo,Banglore,New Delhi,290,1.0,6220,3,3,7,30,12,20
2122,Jet Airways,Delhi,Cochin,330,1.0,10262,6,6,7,5,12,35
2123,Air India,Kolkata,Banglore,545,1.0,8576,12,5,9,25,18,30
2124,Jet Airways,Kolkata,Banglore,1495,1.0,10031,24,3,19,45,20,40
2125,Jet Airways,Delhi,Cochin,1430,2.0,12819,24,6,19,10,19,0
2126,GoAir,Delhi,Cochin,370,1.0,5052,15,4,7,25,13,35
2127,Jet Airways,Banglore,New Delhi,1455,1.0,22270,1,3,8,0,8,15
2128,Vistara,Banglore,Delhi,160,0.0,5613,27,4,7,0,9,40
2129,SpiceJet,Kolkata,Banglore,145,0.0,3873,1,4,9,0,11,25
2130,IndiGo,Delhi,Cochin,195,0.0,6015,15,5,5,35,8,50
2131,Jet Airways,Kolkata,Banglore,330,1.0,10844,9,6,6,30,12,0
2132,SpiceJet,Mumbai,Hyderabad,90,0.0,2227,12,5,13,15,14,45
2133,Jet Airways,Banglore,Delhi,180,0.0,7229,1,4,19,50,22,50
2134,Jet Airways,Delhi,Cochin,810,2.0,10368,6,6,5,30,19,0
2135,Jet Airways,Delhi,Cochin,655,1.0,12898,21,5,17,30,4,25
2136,Multiple carriers,Delhi,Cochin,720,1.0,12192,12,6,7,0,19,0
2137,Jet Airways,Kolkata,Banglore,840,1.0,12121,9,5,9,35,23,35
2138,Air India,Delhi,Cochin,1490,2.0,16163,27,5,6,50,7,40
2139,Jet Airways,Banglore,New Delhi,760,1.0,12284,18,3,5,45,18,25
2140,IndiGo,Banglore,Delhi,165,0.0,5780,21,6,19,30,22,15
2141,Jet Airways,Mumbai,Hyderabad,90,0.0,4995,9,5,10,20,11,50
2142,IndiGo,Delhi,Cochin,295,1.0,6496,9,6,5,10,10,5
2143,Air India,Delhi,Cochin,1855,2.0,12488,12,6,12,20,19,15
2144,IndiGo,Banglore,Delhi,175,0.0,4823,15,5,7,10,10,5
2145,SpiceJet,Mumbai,Hyderabad,90,0.0,2647,18,6,5,45,7,15
2146,IndiGo,Banglore,New Delhi,170,0.0,12649,3,3,13,0,15,50
2147,Multiple carriers,Delhi,Cochin,455,1.0,8266,12,6,11,40,19,15
2148,Vistara,Delhi,Cochin,190,0.0,6216,15,5,6,0,9,10
2149,IndiGo,Banglore,Delhi,165,0.0,4423,1,4,1,30,4,15
2150,Jet Airways,Banglore,New Delhi,1455,1.0,17996,6,3,8,0,8,15
2151,SpiceJet,Delhi,Cochin,270,1.0,5726,15,4,8,45,13,15
2152,Multiple carriers,Delhi,Cochin,570,1.0,15147,6,3,6,0,15,30
2153,Jet Airways,Delhi,Cochin,1325,1.0,15554,18,5,20,55,19,0
2154,Jet Airways,Delhi,Cochin,1760,2.0,12819,24,6,23,5,4,25
2155,Multiple carriers,Delhi,Cochin,450,1.0,7198,27,6,18,0,1,30
2156,IndiGo,Delhi,Cochin,300,1.0,5073,3,4,16,0,21,0
2157,IndiGo,Banglore,Delhi,180,0.0,3943,27,6,21,15,0,15
2158,Jet Airways,Mumbai,Hyderabad,85,0.0,3205,27,3,7,10,8,35
2159,SpiceJet,Banglore,Delhi,160,0.0,3257,12,5,5,55,8,35
2160,IndiGo,Kolkata,Banglore,155,0.0,4804,3,6,22,15,0,50
2161,IndiGo,Banglore,New Delhi,285,1.0,10231,9,3,16,50,21,35
2162,Jet Airways,Delhi,Cochin,450,1.0,12898,21,5,20,55,4,25
2163,IndiGo,Mumbai,Hyderabad,85,0.0,2227,21,3,21,20,22,45
2164,Air India,Kolkata,Banglore,1390,2.0,9258,1,4,12,0,11,10
2165,Jet Airways,Kolkata,Banglore,1010,1.0,9663,24,5,16,30,9,20
2166,Jet Airways,Mumbai,Hyderabad,85,0.0,8040,21,5,7,5,8,30
2167,GoAir,Banglore,Delhi,165,0.0,3419,6,6,20,55,23,40
2168,Jet Airways,Banglore,Delhi,180,0.0,8016,1,6,7,10,10,10
2169,Jet Airways,Banglore,Delhi,180,0.0,7229,6,4,17,45,20,45
2170,GoAir,Delhi,Cochin,540,1.0,4959,6,6,10,35,19,35
2171,Air India,Kolkata,Banglore,1390,2.0,10151,9,6,12,0,11,10
2172,Air India,Delhi,Cochin,2280,3.0,10703,18,5,5,15,19,15
2173,Jet Airways,Kolkata,Banglore,590,1.0,10844,9,6,8,25,18,15
2174,IndiGo,Delhi,Cochin,370,1.0,7205,6,3,16,10,22,20
2175,Jet Airways,Banglore,New Delhi,570,1.0,12284,18,3,8,55,18,25
2176,Jet Airways,Kolkata,Banglore,750,1.0,13994,9,6,9,35,22,5
2177,IndiGo,Delhi,Cochin,195,0.0,6015,15,4,14,25,17,40
2178,IndiGo,Kolkata,Banglore,255,1.0,4226,3,4,6,15,10,30
2179,Jet Airways,Delhi,Cochin,1420,2.0,9483,21,3,19,10,18,50
2180,Jet Airways,Banglore,Delhi,180,0.0,5198,15,5,7,10,10,10
2181,Jet Airways,Delhi,Cochin,810,2.0,10368,27,6,5,30,19,0
2182,Vistara,Chennai,Kolkata,140,0.0,11982,3,6,17,45,20,5
2183,Air India,Banglore,New Delhi,1510,1.0,8032,15,3,11,50,13,0
2184,Air India,Kolkata,Banglore,150,0.0,5510,15,5,14,15,16,45
2185,IndiGo,Delhi,Cochin,305,1.0,8177,9,5,23,30,4,35
2186,Air Asia,Delhi,Cochin,340,1.0,11410,1,6,16,45,22,25
2187,GoAir,Delhi,Cochin,350,1.0,9385,21,3,7,0,12,50
2188,Jet Airways,Delhi,Cochin,540,1.0,10262,6,6,10,0,19,0
2189,SpiceJet,Kolkata,Banglore,145,0.0,3873,18,6,9,0,11,25
2190,Multiple carriers,Delhi,Cochin,430,1.0,11999,21,3,11,40,18,50
2191,Jet Airways,Delhi,Cochin,1095,2.0,14300,27,6,18,20,12,35
2192,SpiceJet,Mumbai,Hyderabad,90,0.0,2175,12,5,13,15,14,45
2193,Air India,Delhi,Cochin,1490,2.0,14431,9,5,6,50,7,40
2194,Jet Airways,Banglore,Delhi,165,0.0,7229,21,5,6,0,8,45
2195,IndiGo,Kolkata,Banglore,265,1.0,3809,24,5,19,20,23,45
2196,Multiple carriers,Delhi,Cochin,705,1.0,7354,24,6,7,30,19,15
2197,Multiple carriers,Delhi,Cochin,450,1.0,12537,27,3,8,0,15,30
2198,Air India,Delhi,Cochin,375,1.0,9719,27,5,13,0,19,15
2199,Jet Airways,Mumbai,Hyderabad,90,0.0,8040,24,5,10,20,11,50
2200,Jet Airways,Mumbai,Hyderabad,85,0.0,4995,24,5,7,5,8,30
2201,IndiGo,Banglore,Delhi,170,0.0,4591,6,4,23,30,2,20
2202,Air India,Kolkata,Banglore,1700,1.0,7662,6,6,16,45,21,5
2203,IndiGo,Chennai,Kolkata,140,0.0,3850,24,6,7,55,10,15
2204,IndiGo,Delhi,Cochin,835,1.0,6442,3,6,8,35,22,30
2205,IndiGo,Delhi,Cochin,305,1.0,11378,3,6,23,30,4,35
2206,Multiple carriers,Delhi,Cochin,630,1.0,13377,27,6,15,0,1,30
2207,Jet Airways,Kolkata,Banglore,740,1.0,10844,21,5,8,25,20,45
2208,Jet Airways,Mumbai,Hyderabad,85,0.0,4995,9,5,7,5,8,30
2209,Air India,Delhi,Cochin,970,2.0,6057,27,3,17,15,9,25
2210,Air India,Banglore,Delhi,165,0.0,5176,6,4,10,0,12,45
2211,Jet Airways,Delhi,Cochin,1125,2.0,13014,9,6,9,40,4,25
2212,IndiGo,Banglore,New Delhi,260,1.0,7917,1,3,16,15,20,35
2213,SpiceJet,Delhi,Cochin,315,1.0,5583,9,6,6,5,11,20
2214,Jet Airways,Banglore,Delhi,165,0.0,7229,9,4,6,0,8,45
2215,IndiGo,Delhi,Cochin,570,1.0,7191,18,5,16,0,1,30
2216,Jet Airways,Mumbai,Hyderabad,90,0.0,3210,12,6,19,35,21,5
2217,IndiGo,Delhi,Cochin,635,1.0,14871,6,3,15,0,1,35
2218,Multiple carriers,Delhi,Cochin,645,1.0,8099,15,5,8,30,19,15
2219,Air India,Kolkata,Banglore,545,1.0,8366,21,5,9,25,18,30
2220,IndiGo,Chennai,Kolkata,140,0.0,6297,9,3,22,5,0,25
2221,Multiple carriers,Delhi,Cochin,480,1.0,18286,3,3,13,0,21,0
2222,Jet Airways,Delhi,Cochin,1240,1.0,17024,6,3,23,5,19,45
2223,Jet Airways,Banglore,Delhi,180,0.0,6144,24,4,7,10,10,10
2224,Multiple carriers,Delhi,Cochin,825,1.0,13941,9,3,6,0,19,45
2225,Jet Airways,Banglore,Delhi,185,0.0,3702,9,5,18,55,22,0
2226,SpiceJet,Delhi,Cochin,315,1.0,5583,15,5,6,5,11,20
2227,Air India,Mumbai,Hyderabad,810,1.0,10208,12,3,19,40,9,10
2228,Jet Airways,Kolkata,Banglore,505,1.0,12384,6,5,9,35,18,0
2229,Air India,Kolkata,Banglore,1165,2.0,17049,6,5,10,0,5,25
2230,IndiGo,Delhi,Cochin,810,1.0,7006,24,5,7,30,21,0
2231,Air India,Kolkata,Banglore,875,2.0,12723,12,6,5,50,20,25
2232,Jet Airways,Delhi,Cochin,1225,1.0,10577,12,6,8,0,4,25
2233,Jet Airways,Banglore,New Delhi,730,1.0,16736,6,3,7,0,19,10
2234,Jet Airways,Delhi,Cochin,925,1.0,10262,24,6,13,0,4,25
2235,Multiple carriers,Delhi,Cochin,470,1.0,7155,24,6,11,25,19,15
2236,Multiple carriers,Delhi,Cochin,915,1.0,15147,3,3,10,20,1,35
2237,IndiGo,Banglore,Delhi,175,0.0,4823,12,6,7,10,10,5
2238,Air India,Banglore,New Delhi,410,1.0,8714,15,3,9,30,16,20
2239,Jet Airways,Kolkata,Banglore,1450,1.0,10953,6,5,9,35,9,45
2240,Air India,Kolkata,Banglore,1435,1.0,10203,12,6,20,30,20,25
2241,Jet Airways,Delhi,Cochin,1415,1.0,12373,18,5,13,0,12,35
2242,Jet Airways,Kolkata,Banglore,840,1.0,14151,12,5,9,35,23,35
2243,Jet Airways,Kolkata,Banglore,1730,1.0,12121,24,5,9,35,14,25
2244,Vistara,Delhi,Cochin,190,0.0,5586,9,4,6,0,9,10
2245,Jet Airways,Kolkata,Banglore,1655,1.0,10844,18,5,8,25,12,0
2246,Jet Airways,Kolkata,Banglore,450,1.0,8586,21,5,21,10,4,40
2247,SpiceJet,Delhi,Cochin,295,1.0,5409,6,6,17,55,22,50
2248,Multiple carriers,Delhi,Cochin,695,2.0,7178,21,3,9,45,21,20
2249,Multiple carriers,Delhi,Cochin,910,1.0,5797,24,6,10,20,1,30
2250,Jet Airways,Kolkata,Banglore,1435,1.0,13759,24,3,19,45,19,40
2251,Air India,Kolkata,Banglore,1100,2.0,13873,24,5,7,0,1,20
2252,Jet Airways,Delhi,Cochin,1325,1.0,16079,21,5,20,55,19,0
2253,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,27,6,13,15,14,45
2254,Jet Airways,Kolkata,Banglore,1335,1.0,10844,18,5,20,0,18,15
2255,SpiceJet,Banglore,Delhi,175,0.0,3573,24,4,21,10,0,5
2256,Jet Airways,Kolkata,Banglore,1450,1.0,8066,6,5,9,35,9,45
2257,Jet Airways,Delhi,Cochin,1320,1.0,14053,9,3,20,50,18,50
2258,Jet Airways,Banglore,New Delhi,435,1.0,12284,18,3,8,0,15,15
2259,SpiceJet,Delhi,Cochin,315,1.0,5351,9,4,6,5,11,20
2260,Jet Airways,Kolkata,Banglore,1430,1.0,7064,1,4,16,30,16,20
2261,IndiGo,Delhi,Cochin,320,1.0,10394,3,3,2,5,7,25
2262,Jet Airways,Kolkata,Banglore,865,1.0,9663,15,5,18,55,9,20
2263,Multiple carriers,Delhi,Cochin,480,1.0,13727,18,5,17,30,1,30
2264,Jet Airways,Delhi,Cochin,1040,1.0,10262,12,6,19,15,12,35
2265,IndiGo,Banglore,Delhi,175,0.0,4823,9,4,7,10,10,5
2266,Air Asia,Banglore,New Delhi,170,0.0,7074,3,3,5,50,8,40
2267,Multiple carriers,Delhi,Cochin,835,1.0,17267,6,3,7,5,21,0
2268,Multiple carriers,Delhi,Cochin,630,1.0,14067,21,5,15,0,1,30
2269,IndiGo,Banglore,Delhi,170,0.0,4823,1,5,8,30,11,20
2270,IndiGo,Banglore,Delhi,170,0.0,4823,27,4,20,0,22,50
2271,Air Asia,Banglore,Delhi,170,0.0,4483,12,5,23,55,2,45
2272,Air India,Kolkata,Banglore,805,2.0,14960,6,6,9,50,23,15
2273,Air India,Banglore,Delhi,165,0.0,7171,1,6,17,0,19,45
2274,Air India,Kolkata,Banglore,745,1.0,12173,24,3,20,30,8,55
2275,Air India,Banglore,New Delhi,495,1.0,11392,3,3,0,30,8,45
2276,Air India,Kolkata,Banglore,1665,2.0,16057,15,5,10,0,13,45
2277,Jet Airways,Kolkata,Banglore,1075,1.0,14151,9,6,17,0,10,55
2278,Jet Airways,Banglore,Delhi,175,0.0,4030,21,5,11,10,14,5
2279,IndiGo,Kolkata,Banglore,220,1.0,4226,6,5,19,35,23,15
2280,Air India,Delhi,Cochin,915,1.0,11050,9,3,4,0,19,15
2281,Air India,Banglore,Delhi,165,0.0,6961,21,5,10,0,12,45
2282,Jet Airways,Kolkata,Banglore,725,1.0,14231,24,3,21,10,9,15
2283,Jet Airways,Delhi,Cochin,1320,2.0,10919,27,6,14,35,12,35
2284,Air India,Delhi,Cochin,735,2.0,10913,27,3,7,0,19,15
2285,IndiGo,Chennai,Kolkata,140,0.0,5277,27,6,22,5,0,25
2286,Multiple carriers,Delhi,Cochin,640,1.0,7485,21,5,10,20,21,0
2287,Jet Airways,Kolkata,Banglore,1405,1.0,14231,24,3,16,55,16,20
2288,GoAir,Delhi,Cochin,370,1.0,4201,6,4,7,25,13,35
2289,Air India,Delhi,Cochin,180,0.0,7931,6,3,14,10,17,10
2290,Multiple carriers,Delhi,Cochin,455,1.0,6513,15,5,14,55,22,30
2291,Jet Airways,Delhi,Cochin,1680,1.0,14714,6,6,15,0,19,0
2292,IndiGo,Kolkata,Banglore,325,1.0,6218,9,5,18,5,23,30
2293,Air India,Delhi,Cochin,435,2.0,8603,27,6,12,0,19,15
2294,IndiGo,Delhi,Cochin,750,1.0,7318,21,5,8,30,21,0
2295,Multiple carriers,Delhi,Cochin,540,1.0,13504,15,6,10,0,19,0
2296,Multiple carriers,Delhi,Cochin,925,1.0,9646,15,5,7,5,22,30
2297,IndiGo,Kolkata,Banglore,155,0.0,5224,27,5,11,30,14,5
2298,Jet Airways,Kolkata,Banglore,505,1.0,12692,12,6,9,35,18,0
2299,Jet Airways,Kolkata,Banglore,435,1.0,9689,6,6,10,20,17,35
2300,Air India,Kolkata,Banglore,920,2.0,13033,9,5,10,0,1,20
2301,Jet Airways,Kolkata,Banglore,590,1.0,13626,12,6,6,30,16,20
2302,IndiGo,Mumbai,Hyderabad,90,0.0,2754,18,5,19,5,20,35
2303,Jet Airways,Kolkata,Banglore,1005,1.0,12121,9,5,17,0,9,45
2304,IndiGo,Banglore,Delhi,165,0.0,3419,24,4,1,30,4,15
2305,Air India,Kolkata,Banglore,920,2.0,13033,21,5,10,0,1,20
2306,IndiGo,Kolkata,Banglore,155,0.0,4174,6,4,4,40,7,15
2307,Air Asia,Delhi,Cochin,870,1.0,6152,27,6,7,55,22,25
2308,Air India,Delhi,Cochin,170,0.0,5201,27,6,5,10,8,0
2309,Jet Airways,Banglore,New Delhi,550,1.0,9134,15,3,7,0,16,10
2310,Air India,Kolkata,Banglore,1100,2.0,13243,18,5,7,0,1,20
2311,Jet Airways,Delhi,Cochin,1375,2.0,15129,27,5,5,30,4,25
2312,Jet Airways,Mumbai,Hyderabad,90,0.0,2759,9,5,19,35,21,5
2313,IndiGo,Banglore,Delhi,165,0.0,4423,15,5,6,5,8,50
2314,Vistara,Kolkata,Banglore,930,1.0,9187,18,5,7,10,22,40
2315,Multiple carriers,Delhi,Cochin,920,1.0,7740,18,5,7,10,22,30
2316,Jet Airways,Banglore,Delhi,180,0.0,6144,24,5,19,50,22,50
2317,Multiple carriers,Delhi,Cochin,460,1.0,10877,9,6,4,55,12,35
2318,IndiGo,Delhi,Cochin,635,1.0,6442,15,6,11,55,22,30
2319,IndiGo,Delhi,Cochin,645,1.0,7048,27,3,4,45,15,30
2320,Multiple carriers,Delhi,Cochin,615,1.0,5797,27,6,15,15,1,30
2321,Air India,Banglore,New Delhi,1030,2.0,10573,3,3,6,45,23,55
2322,IndiGo,Delhi,Cochin,750,1.0,7503,15,5,8,30,21,0
2323,IndiGo,Delhi,Cochin,480,1.0,6104,12,6,17,30,1,30
2324,Jet Airways,Kolkata,Banglore,665,1.0,9663,9,5,21,10,8,15
2325,Jet Airways,Banglore,Delhi,175,0.0,5769,3,6,11,10,14,5
2326,Air India,Mumbai,Hyderabad,90,0.0,3100,15,6,13,55,15,25
2327,Jet Airways,Delhi,Cochin,655,1.0,12373,18,5,17,30,4,25
2328,SpiceJet,Kolkata,Banglore,150,0.0,3815,15,3,9,0,11,30
2329,Jet Airways,Delhi,Cochin,1460,2.0,14300,15,6,12,15,12,35
2330,IndiGo,Banglore,Delhi,175,0.0,4823,1,6,7,10,10,5
2331,IndiGo,Mumbai,Hyderabad,90,0.0,2754,18,6,19,5,20,35
2332,Multiple carriers,Delhi,Cochin,795,1.0,9736,3,6,6,0,19,15
2333,Jet Airways,Banglore,New Delhi,280,1.0,7280,21,3,9,45,14,25
2334,Multiple carriers,Delhi,Cochin,780,1.0,7408,9,6,8,0,21,0
2335,Jet Airways,Kolkata,Banglore,960,1.0,13044,12,6,20,0,12,0
2336,Air India,Kolkata,Banglore,1045,2.0,12723,24,5,5,50,23,15
2337,Jet Airways,Kolkata,Banglore,730,1.0,8586,6,5,16,30,4,40
2338,IndiGo,Delhi,Cochin,570,1.0,6316,12,6,16,0,1,30
2339,Jet Airways,Delhi,Cochin,600,1.0,15554,9,5,9,0,19,0
2340,SpiceJet,Mumbai,Hyderabad,80,0.0,2385,15,3,13,10,14,30
2341,Multiple carriers,Delhi,Cochin,480,1.0,13587,9,6,13,0,21,0
2342,IndiGo,Delhi,Cochin,355,1.0,13790,3,3,2,35,8,30
2343,Air India,Delhi,Cochin,1420,2.0,10975,15,5,9,45,9,25
2344,Jet Airways,Kolkata,Banglore,1495,1.0,14388,21,5,8,25,9,20
2345,Multiple carriers,Delhi,Cochin,450,1.0,7198,6,6,18,0,1,30
2346,Jet Airways,Delhi,Cochin,1615,2.0,13029,9,5,9,40,12,35
2347,Multiple carriers,Delhi,Cochin,730,1.0,12717,27,5,7,5,19,15
2348,IndiGo,Delhi,Cochin,400,1.0,14871,3,3,6,40,13,20
2349,Jet Airways,Kolkata,Banglore,860,2.0,10118,6,6,6,30,20,50
2350,Jet Airways,Delhi,Cochin,335,1.0,10262,6,6,22,50,4,25
2351,Jet Airways,Mumbai,Hyderabad,90,0.0,2071,24,3,2,55,4,25
2352,Air India,Banglore,Delhi,170,0.0,5228,27,4,21,5,23,55
2353,Jet Airways,Banglore,New Delhi,1110,1.0,7832,21,3,16,55,11,25
2354,Multiple carriers,Delhi,Cochin,560,1.0,7005,6,6,11,40,21,0
2355,Jet Airways,Delhi,Cochin,1090,2.0,14237,9,6,18,25,12,35
2356,SpiceJet,Banglore,Delhi,175,0.0,3971,6,4,21,10,0,5
2357,IndiGo,Banglore,Delhi,170,0.0,3943,21,6,22,10,1,0
2358,IndiGo,Delhi,Cochin,530,1.0,8574,27,3,6,40,15,30
2359,Air India,Delhi,Cochin,800,2.0,12646,15,6,5,55,19,15
2360,Jet Airways,Delhi,Cochin,1790,2.0,13082,21,3,13,0,18,50
2361,Jet Airways,Kolkata,Banglore,1430,1.0,13941,21,5,8,25,8,15
2362,GoAir,Delhi,Cochin,355,1.0,5135,6,4,7,0,12,55
2363,Air India,Kolkata,Banglore,625,1.0,11096,21,5,10,0,20,25
2364,Jet Airways,Banglore,New Delhi,640,1.0,13555,18,3,22,50,9,30
2365,Vistara,Banglore,Delhi,170,0.0,5403,12,4,9,45,12,35
2366,Jet Airways,Delhi,Cochin,440,2.0,15812,24,6,11,40,19,0
2367,Jet Airways,Kolkata,Banglore,735,1.0,14781,21,5,20,0,8,15
2368,Air India,Delhi,Cochin,570,1.0,8907,6,6,13,30,23,0
2369,Air India,Kolkata,Banglore,155,0.0,4145,3,5,20,45,23,20
2370,Jet Airways,Kolkata,Banglore,800,1.0,14151,9,6,20,25,9,45
2371,Multiple carriers,Delhi,Cochin,570,1.0,7845,27,3,6,0,15,30
2372,Multiple carriers,Delhi,Cochin,600,1.0,8099,15,5,9,15,19,15
2373,Multiple carriers,Delhi,Cochin,630,1.0,13377,27,5,15,0,1,30
2374,Air India,Banglore,New Delhi,1710,2.0,12734,12,3,6,50,11,20
2375,Jet Airways,Delhi,Cochin,335,1.0,10262,3,6,22,50,4,25
2376,Jet Airways,Banglore,Delhi,185,0.0,7229,15,5,18,55,22,0
2377,Vistara,Mumbai,Hyderabad,1480,1.0,12395,6,3,8,45,9,25
2378,Jet Airways,Kolkata,Banglore,810,1.0,11134,24,3,19,45,9,15
2379,Jet Airways,Delhi,Cochin,350,1.0,6540,21,3,13,0,18,50
